# Program:featureCounts v1.6.0; Command:"/home/classadmin/mat/software/subread-1.6.0-Linux-x86_64/bin/featureCounts" "-a" "/home/classadmin/mat/referenceGenomes/S_cerevisiae//Saccharomyces_cerevisiae.R64-1-1.81.gtf" "-o" "featCounts_genes.txt" "/home/classadmin/mat/precomputed/results_alignment/SNF2_1_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/SNF2_2_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/SNF2_3_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/SNF2_4_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/SNF2_5_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/WT_1_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/WT_2_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/WT_3_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/WT_4_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/WT_5_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/classadmin/mat/precomputed/results_alignment/SNF2_1_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/SNF2_2_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/SNF2_3_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/SNF2_4_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/SNF2_5_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/WT_1_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/WT_2_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/WT_3_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/WT_4_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/WT_5_Aligned.sortedByCoord.out.bam
YOL037C	XV	256666	257019	-	354	5	1	5	3	0	0	4	1	1	6
YOL036W	XV	256745	259030	+	2286	1144	837	814	1038	662	424	722	450	710	681
YOL035C	XV	258803	259105	-	303	50	30	27	55	38	14	34	19	24	24
snR50	XV	259489	259578	+	90	35	16	23	35	27	12	23	19	21	30
YOL034W	XV	259923	263204	+	3282	403	297	308	408	216	111	197	126	193	210
YOL033W	XV	263475	265085	+	1611	357	262	270	333	199	137	225	167	239	222
YOL032W	XV	265429	266169	+	741	449	356	353	473	351	231	328	283	494	283
YOL031C	XV	266264	267529	-	1266	940	630	645	941	514	310	546	460	669	473
YOL030W	XV	268187	269641	+	1455	4664	3480	3498	4204	3130	1807	2650	2127	3350	2674
YOL029C	XV	269815	270420	-	606	839	567	576	839	521	246	461	379	490	438
YOL028C	XV	270633	271370	-	738	446	372	383	515	257	217	300	194	302	321
YOL027C	XV	272003	273724	-	1722	1459	986	1238	1415	924	599	987	827	1098	1065
YOL026C	XV	274012	274353	-	342	1048	856	850	920	890	446	503	437	745	516
tS(GCU)O	XV;XV	274673;274729	274709;274773	+;+	82	0	1	1	0	0	0	0	1	0	0
YOL025W	XV	274957	276939	+	1983	423	326	318	466	255	130	260	182	276	214
YOL024W	XV	277086	277604	+	519	16	9	10	13	7	2	8	4	8	9
YOL023W	XV	278056	280086	+	2031	525	342	375	540	298	161	324	241	371	313
YOL022C	XV	280272	281498	-	1227	782	647	629	846	444	379	767	508	773	773
tG(GCC)O2	XV	282164	282234	+	71	0	0	0	0	0	0	1	0	0	0
YOL021C	XV	282421	285426	-	3006	1203	990	1061	1366	790	664	1307	713	1209	1400
YOL020W	XV	286172	287950	+	1779	999	823	795	945	579	871	1268	972	1421	1149
tY(GUA)O	XV;XV	288192;288245	288230;288280	+;+	75	0	1	0	0	0	0	0	0	0	0
YOL019W-A	XV	288420	288572	+	153	0	0	1	2	0	0	0	0	0	0
YOL019W	XV	288898	290553	+	1656	925	551	499	823	505	395	779	569	894	706
YOL018C	XV	290881	292074	-	1194	1469	1133	1127	1586	886	534	697	592	896	757
YOL017W	XV	292529	294673	+	2145	295	199	233	299	214	87	131	93	186	112
YOL016C	XV	294777	296120	-	1344	2532	3162	3572	3084	2666	3687	3006	2067	7948	2359
YOL015W	XV	297078	298838	+	1761	214	167	152	239	128	75	198	98	196	127
YOL014W	XV	299693	300067	+	375	179	168	164	185	143	189	279	152	521	288
YOL013W-B	XV	300690	300980	+	291	5	2	2	3	2	2	3	2	1	1
YOL013W-A	XV	301047	301238	+	192	4	7	8	7	4	6	15	8	16	10
tP(UGG)O1	XV;XV	301097;301163	301132;301198	+;+	72	0	0	0	0	0	0	0	0	0	0
YOL013C	XV	301380	303035	-	1656	1356	1114	989	1434	897	505	782	620	995	686
YOL012C	XV	303579	303983	-	405	1365	1026	1033	1279	886	604	928	773	1219	898
YOL011W	XV	305349	307409	+	2061	575	395	447	507	315	306	493	428	554	546
YOL010W	XV	307938	309041	+	1104	138	84	112	138	83	88	342	152	210	423
YOL009C	XV	309324	310139	-	816	382	272	294	400	253	124	202	188	241	171
YOL008W	XV	310312	310935	+	624	343	234	203	310	191	108	224	174	285	196
YOL007C	XV	311342	312367	-	1026	620	516	419	572	430	388	572	457	729	662
YOL006C	XV	313078	315387	-	2310	1050	758	971	1339	567	255	575	377	526	533
YOL005C	XV	315813	316175	-	363	1246	1009	974	1073	994	477	743	590	1008	717
YOL004W	XV	316938	321548	+	4611	3151	2677	3008	3785	1969	1534	2015	1504	2232	1829
YOL003C	XV	321858	322994	-	1137	504	436	421	571	344	207	266	241	381	268
YOL002C	XV	323411	324364	-	954	867	408	487	905	403	650	2005	1753	1776	1880
YOL001W	XV	325249	326130	+	882	395	279	230	400	216	151	272	237	306	254
YOR001W	XV	326832	329033	+	2202	522	377	387	493	301	253	843	468	609	787
YOR002W	XV	329417	331051	+	1635	1694	1400	1248	1893	1103	688	1084	839	1367	968
YOR003W	XV	331455	332891	+	1437	686	479	408	672	393	165	278	260	351	248
YOR004W	XV	333592	334356	+	765	227	177	175	263	117	149	478	285	290	627
YOR005C	XV	334509	337343	-	2835	658	445	466	693	382	201	420	328	510	379
YOR006C	XV	337680	338621	-	942	557	447	474	615	369	208	485	330	449	458
YOR007C	XV	338938	339978	-	1041	5063	4672	5052	5431	3665	2994	3770	3376	5196	3623
tR(ACG)O	XV	340299	340371	-	73	0	0	0	0	0	0	1	0	0	0
YOR008C	XV	341278	342414	-	1137	2792	2142	1851	2535	1593	1257	1563	1264	1929	1458
YOR008C-A	XV	342857	343081	-	225	10	10	6	5	4	5	22	6	9	15
YOR008W-B	XV	343929	344030	+	102	8	12	13	19	4	2	19	10	14	20
YOR009W	XV	344335	345798	+	1464	416	326	233	432	234	308	410	310	392	510
YOR010C	XV	346195	346950	-	756	340	229	194	315	192	125	216	159	197	210
YOR011W	XV	349679	353863	+	4185	741	526	556	780	406	223	387	289	408	392
tT(AGU)O2	XV	354041	354113	-	73	0	0	0	0	0	0	1	0	1	0
YOR011W-A	XV	355652	355858	+	207	2	2	1	1	1	0	1	0	4	2
YOR012W	XV	356543	356956	+	414	65	40	32	38	42	25	48	40	54	40
YOR013W	XV	356751	357221	+	471	55	51	34	68	54	24	64	41	62	45
YOR014W	XV	357674	359947	+	2274	2644	1979	1908	2825	1376	1215	1878	1547	2288	1655
YOR015W	XV	359993	360352	+	360	763	503	589	791	494	234	443	400	511	431
YOR016C	XV	360461	361084	-	624	731	534	509	729	439	238	462	381	524	450
YOR017W	XV	361412	363814	+	2403	507	368	368	549	268	154	347	258	341	288
YOR018W	XV	364369	366882	+	2514	1538	1162	1047	1437	882	627	810	670	1108	774
YOR019W	XV	368127	370319	+	2193	853	623	622	868	450	227	312	396	574	246
YOR020C	XV	370524	370844	-	321	2021	1757	1719	2235	1591	1272	1851	1699	2574	1804
YOR020W-A	XV	371685	371957	+	273	771	597	627	885	568	275	359	336	566	288
YOR021C	XV	372798	373439	-	642	1323	1065	1081	1553	873	619	1127	790	1210	1250
YOR022C	XV	373710	375857	-	2148	394	353	321	450	223	149	263	221	319	208
YOR023C	XV	376012	377712	-	1701	1513	1044	978	1517	822	561	791	713	949	768
YOR024W	XV	377847	378170	+	324	7	7	6	7	5	2	1	3	5	1
YOR025W	XV	378219	379562	+	1344	633	450	414	627	333	326	390	410	513	394
YOR026W	XV	379781	380806	+	1026	415	271	303	372	244	147	264	220	286	270
YOR027W	XV	381053	382822	+	1770	3909	3732	4210	4555	2762	2348	2983	2342	3987	2721
YOR028C	XV	383533	384420	-	888	475	286	255	498	201	230	477	357	489	397
YOR029W	XV	384600	384935	+	336	52	19	21	44	28	6	22	15	13	14
YOR030W	XV	386825	388684	+	1860	459	389	377	496	264	180	330	240	352	286
YOR031W	XV	389213	389422	+	210	375	287	322	368	261	121	187	160	198	167
YOR032C	XV	389771	391075	-	1305	144	161	126	149	93	144	206	201	275	156
YOR032W-A	XV	392176	392376	+	201	22	12	17	23	10	5	13	20	24	20
YOR033C	XV	392416	394524	-	2109	923	720	718	975	585	295	531	407	577	525
YOR034C	XV	394837	397086	-	2250	592	459	446	637	421	199	435	288	421	358
YOR034C-A	XV	397426	397668	-	243	80	76	61	107	60	18	59	54	89	44
YOR035C	XV	397735	400104	-	2370	993	914	893	1136	664	471	707	598	1055	589
YOR036W	XV	400348	401214	+	867	1254	935	999	1296	837	611	816	724	1349	594
YOR037W	XV	401555	402655	+	1101	408	234	261	430	238	180	269	236	336	230
YOR038C	XV	402761	405388	-	2628	582	458	421	582	346	222	428	268	401	377
YOR039W	XV	405768	406544	+	777	936	733	766	973	632	412	656	553	755	642
YOR040W	XV	407064	407921	+	858	342	317	249	389	249	151	235	200	283	199
snR9	XV	407948	408134	-	187	137	130	81	178	132	66	126	92	145	126
YOR041C	XV	408358	408789	-	432	0	0	7	2	1	1	3	3	3	4
YOR042W	XV	408425	409660	+	1236	2400	2219	2331	2831	1729	1390	1226	1132	1889	1163
snR62	XV	409765	409864	-	100	50	48	36	57	27	22	30	16	25	19
YOR043W	XV	410870	412330	+	1461	2183	1564	1509	2216	1306	755	1491	1163	1545	1451
YOR044W	XV	413007	413480	+	474	372	289	218	378	248	85	163	145	214	153
YOR045W	XV	413852	414037	+	186	1353	1046	773	1255	1058	697	1094	853	1405	1108
YOR046C	XV	414459	415907	-	1449	1658	1327	1388	1901	1091	857	1531	1108	1538	1531
YOR047C	XV	416347	417681	-	1335	1190	747	757	1183	592	284	869	509	702	786
YOR048C	XV	418630	421650	-	3021	1578	1284	1308	1792	818	636	1179	796	1106	1281
YOR049C	XV	422668	423732	-	1065	366	295	251	367	247	274	486	356	561	417
YOR050C	XV	424270	424617	-	348	356	271	277	323	291	132	129	107	173	105
YOR051C	XV	424846	426084	-	1239	1445	1227	1288	1697	907	713	1612	1103	1400	1537
YOR052C	XV	426772	427224	-	453	1317	967	898	1381	701	624	1245	1062	1402	1042
YOR053W	XV	427817	428158	+	342	9	1	6	13	1	1	4	3	3	4
YOR054C	XV	427833	429857	-	2025	980	711	630	1032	531	407	474	431	724	484
YOR055W	XV	429478	429912	+	435	12	7	7	10	4	2	10	5	3	4
YOR056C	XV	430247	431626	-	1380	598	480	480	727	346	343	895	540	669	983
YOR057W	XV	432186	433373	+	1188	585	410	417	699	363	206	329	278	378	288
YOR058C	XV	433688	436345	-	2658	515	302	338	547	296	145	311	317	310	320
tK(UUU)O	XV;XV	438643;438703	438679;438738	+;+	73	11	1	5	12	6	0	8	1	1	2
YOR059C	XV	438906	440258	-	1353	1018	949	869	1176	716	426	699	645	923	630
YOR060C	XV	440390	441163	-	774	276	255	234	258	171	130	235	150	289	258
YOR061W	XV	441534	442553	+	1020	2588	1791	1753	2592	1406	979	1709	1353	1916	1586
YOR062C	XV	442725	443531	-	807	1031	729	609	882	576	239	831	486	585	733
YOR063W	XV	444686	445849	+	1164	43773	42395	43847	49040	30733	29443	42934	31526	50570	46066
YOR064C	XV	446079	446738	-	660	323	252	287	380	213	66	188	156	188	158
YOR065W	XV	447439	448368	+	930	821	608	608	857	431	574	581	666	916	512
YOR066W	XV	449436	451325	+	1890	608	430	411	633	359	185	311	207	306	303
YOR067C	XV	451729	453462	-	1734	1181	765	823	1209	696	352	757	622	838	679
YOR069W	XV	453768	455795	+	2028	882	674	744	956	474	310	548	495	693	463
YOR068C	XV	453869	454213	-	345	0	0	0	0	0	0	0	0	0	0
YOR070C	XV	455907	457820	-	1914	1055	826	727	1061	603	303	558	393	661	514
YOR071C	XV	459480	461276	-	1797	583	454	428	599	336	261	373	286	461	336
YOR072W	XV	461502	461816	+	315	16	10	13	18	10	5	17	7	11	9
YOR072W-A	XV	461791	462039	+	249	31	25	17	18	22	8	16	6	24	12
tP(UGG)O2	XV;XV	464450;464516	464485;464551	+;+	72	0	0	0	0	0	0	0	0	0	0
YOR072W-B	XV	464469	464630	+	162	0	0	0	0	0	0	0	0	0	0
YOR073W	XV	464771	466543	+	1773	360	233	268	386	202	119	285	218	234	242
YOR074C	XV	466675	467589	-	915	532	564	493	533	393	215	256	253	319	235
YOR073W-A	XV	467390	467623	+	234	1	1	0	1	0	0	0	0	0	0
YOR075W	XV	468212	469252	+	1041	496	324	357	518	283	125	230	205	287	239
YOR076C	XV	469377	471620	-	2244	479	370	313	506	324	177	313	270	368	309
YOR077W	XV	471899	472597	+	699	303	251	229	287	203	112	146	110	154	147
YOR078W	XV	472725	473369	+	645	504	385	393	606	328	176	433	286	369	526
YOR079C	XV	473475	474416	-	942	949	764	662	973	606	506	620	593	831	604
YOR080W	XV	474594	476792	+	2199	474	364	371	488	277	175	394	345	435	363
YOR081C	XV	476939	479188	-	2250	790	560	468	713	457	285	528	384	630	550
YOR082C	XV	479296	479637	-	342	4	4	4	6	2	4	6	3	7	4
YOR083W	XV	479533	480420	+	888	249	215	228	248	137	201	152	132	227	199
YOR084W	XV	480587	481750	+	1164	821	632	580	869	605	353	430	347	556	454
YOR085W	XV	482033	483085	+	1053	1483	1402	1139	1529	1135	723	1111	926	1492	1082
YOR086C	XV	483219	486779	-	3561	3971	3483	3659	4877	2656	1704	1921	1825	2717	1925
tN(GUU)O2	XV	487439	487512	+	74	0	0	0	0	0	0	0	0	0	0
YOR087W	XV	487707	489734	+	2028	1250	952	1014	1295	740	438	603	570	790	513
YOR089C	XV	490196	490828	-	633	2120	1679	1794	2464	1384	922	1416	1212	1845	1346
YOR090C	XV	491123	492841	-	1719	1008	875	886	1073	652	525	739	631	912	620
YOR091W	XV	493433	494470	+	1038	502	404	431	493	326	366	754	425	650	869
YOR092W	XV	495127	496968	+	1842	485	381	365	472	314	407	710	475	766	638
YOR093C	XV	497506	502452	-	4947	560	441	419	553	339	236	464	329	451	445
YOR094W	XV	502795	503346	+	552	271	174	230	294	164	94	198	177	227	190
YOR095C	XV	503552	504328	-	777	597	517	409	655	363	417	1030	642	909	1064
YOR096W	XV;XV	505794;506339	505937;506767	+;+	573	8820	7525	8235	9227	6107	4785	8800	6496	10477	8680
YOR097C	XV	506978	507505	-	528	567	477	404	622	394	178	278	266	426	246
YOR098C	XV	507948	511178	-	3231	1078	967	850	1189	657	603	973	572	946	963
YOR099W	XV	511825	513006	+	1182	3602	3038	2894	3741	2381	1554	2153	1783	2925	2065
YOR100C	XV	513295	514278	-	984	284	176	138	215	126	21	43	30	49	25
YOR101W	XV	515244	516173	+	930	751	493	493	657	424	401	1075	680	774	1084
YOR102W	XV	516423	516773	+	351	30	18	28	54	21	10	28	29	26	17
YOR103C	XV	516449	516841	-	393	95	64	65	93	93	38	86	71	88	72
YOR104W	XV	517642	518490	+	849	446	289	357	398	207	130	241	192	288	200
YOR105W	XV	518195	518521	+	327	29	13	17	26	15	4	9	6	17	12
YOR106W	XV	519121	519972	+	852	683	537	451	720	428	268	399	296	436	467
YOR107W	XV	521353	522282	+	930	148	101	85	124	88	85	229	113	170	229
YOR108W	XV	523027	524841	+	1815	621	467	520	607	348	579	1219	715	1062	1260
YOR108C-A	XV	524605	524814	-	210	0	0	0	0	0	0	0	0	0	0
YOR109W	XV	525278	528601	+	3324	1357	1135	1176	1482	802	728	981	815	1168	940
YOR110W	XV	528941	530248	+	1308	993	655	724	978	566	355	597	515	742	567
YOR111W	XV	530429	531127	+	699	357	249	266	344	185	101	198	156	243	162
YOR112W	XV	531508	533793	+	2286	766	550	638	867	428	238	475	365	541	445
YOR113W	XV	534075	536819	+	2745	790	529	488	733	498	310	492	371	614	416
YOR114W	XV	537570	538454	+	885	257	168	188	292	158	44	58	67	91	58
YOR115C	XV	538659	539465	-	807	603	474	447	622	415	247	421	371	495	456
YOR116C	XV	539763	544145	-	4383	1171	882	980	1205	672	636	1362	796	1055	1386
YOR117W	XV	545029	546333	+	1305	3827	2904	3373	3941	2420	1636	2167	1991	2946	2053
YOR118W	XV	546857	548560	+	1704	816	551	584	862	452	333	678	520	710	634
YOR119C	XV	548792	550246	-	1455	379	256	271	366	161	172	430	263	392	470
YOR120W	XV	551114	552052	+	939	428	286	267	362	251	419	326	372	808	284
YOR121C	XV	551798	552103	-	306	76	16	39	37	32	21	55	42	50	44
YOR122C	XV;XV	552298;552875	552665;552887	-;-	381	5799	5030	4627	5749	4385	2669	3354	2935	5183	3654
YOR123C	XV	553176	554570	-	1395	2332	1804	2037	2787	1419	886	1398	1187	1736	1429
YOR124C	XV	554824	558642	-	3819	1987	1725	1787	2442	1349	891	1029	1026	1542	985
YOR125C	XV	559030	559731	-	702	686	574	461	646	458	354	508	429	687	490
YOR126C	XV	559961	560677	-	717	474	429	399	514	315	113	211	179	264	182
YOR127W	XV	561170	564193	+	3024	1989	1369	1511	2182	1063	510	873	682	981	825
YOR128C	XV	564476	566191	-	1716	1237	1441	1713	1415	1309	2878	1450	1580	4453	1633
YOR129C	XV	566877	569558	-	2682	299	222	180	284	196	114	209	145	184	184
YOR130C	XV	569929	570807	-	879	704	529	630	731	551	316	269	322	520	281
tD(GUC)O	XV	571958	572029	+	72	1	2	1	1	1	2	6	8	2	1
YOR131C	XV	572182	572838	-	657	958	734	624	980	610	327	515	508	724	514
YOR132W	XV	573175	574830	+	1656	2117	1772	1771	2227	1407	991	1025	1017	1673	976
YOR133W	XV	575098	577626	+	2529	2390	1900	2205	2339	1602	1263	1815	1387	2200	1859
YOR134W	XV	578564	579793	+	1230	422	305	275	424	237	133	171	204	416	146
YOR135C	XV	580159	580500	-	342	42	15	20	44	11	9	44	38	31	36
YOR136W	XV	580250	581359	+	1110	3787	3755	3500	3756	3226	2148	3016	3003	4173	2449
YOR137C	XV	581813	583681	-	1869	815	504	602	757	446	236	534	408	611	415
YOR138C	XV	584309	586324	-	2016	1689	1331	1198	1771	913	699	948	787	1164	976
YOR139C	XV	586950	587342	-	393	1	0	4	0	0	0	3	2	0	4
YOR140W	XV	586981	589281	+	2301	549	401	410	519	357	198	386	259	405	422
YOR141C	XV	589942	592587	-	2646	1171	914	973	1198	705	389	672	516	712	622
YOR142W	XV	593057	594046	+	990	3659	2546	2623	3622	1994	1329	1608	1779	2442	1347
tG(CCC)O	XV	594354	594425	-	72	3	2	2	4	1	0	3	2	3	1
YOR142W-B	XV;XV	595112;596418	596416;600380	+;+	5268	0	0	0	0	0	0	0	0	0	0
YOR142W-A	XV	595112	596434	+	1323	0	0	0	0	0	0	0	0	0	0
YOR143C	XV	601383	602342	-	960	275	172	200	257	191	85	274	154	195	256
YOR144C	XV	602717	605092	-	2376	269	154	189	264	151	65	143	102	114	140
YOR145C	XV	605347	606171	-	825	382	270	250	337	214	179	597	300	399	629
YOR146W	XV	605873	606178	+	306	0	0	0	0	0	0	1	0	0	0
YOR147W	XV	606607	608475	+	1869	691	394	385	652	377	185	414	299	440	408
YOR148C	XV	608640	609197	-	558	403	315	306	443	246	145	286	247	338	230
YOR149C	XV	609838	611388	-	1551	360	308	252	375	211	174	259	227	348	270
YOR150W	XV	611999	612490	+	492	636	457	465	622	420	272	446	381	551	444
YOR151C	XV	612997	616671	-	3675	4332	3906	3972	4671	2761	2520	3306	2428	3668	3430
YOR152C	XV	617518	618288	-	771	155	119	115	168	102	46	117	96	124	97
YOR153W	XV	619840	624375	+	4536	2878	2040	2221	2857	1719	6973	13831	8963	12782	12926
YOR154W	XV	624729	626492	+	1764	475	333	323	466	229	106	285	184	249	290
YOR155C	XV	626628	627980	-	1353	1519	1249	1270	1606	1006	714	839	882	1200	738
YOR156C	XV	628360	630540	-	2181	298	277	257	339	194	157	243	186	278	246
YOR157C	XV	630966	631751	-	786	2856	2425	2385	3046	1886	1438	1546	1403	2187	1474
YOR158W	XV	632164	633120	+	957	803	532	557	757	443	290	576	501	721	531
YOR159C	XV	633282	633566	-	285	515	442	375	567	394	275	443	332	453	429
YOR160W	XV	633839	636757	+	2919	592	513	537	660	372	274	527	391	550	509
YOR161C	XV	636939	638558	-	1620	1041	717	688	1023	552	640	1162	1027	1363	900
YOR161W-A	XV	637574	637654	+	81	0	0	0	0	0	0	0	0	0	0
YOR161W-B	XV	637975	638235	+	261	0	0	0	0	0	0	0	0	0	0
YOR161C-C	XV	639121	639267	-	147	25	26	22	33	20	11	13	7	13	16
YOR162C	XV	639560	641992	-	2433	684	573	468	671	439	228	349	338	484	317
YOR163W	XV	642741	643307	+	567	935	725	724	932	652	533	604	563	892	605
YOR164C	XV	643394	644332	-	939	916	685	762	988	587	340	701	530	755	635
YOR165W	XV	644566	646896	+	2331	1525	1240	1285	1652	977	660	1065	884	1334	1122
YOR166C	XV	647126	648502	-	1377	386	285	251	352	255	136	303	202	326	310
YOR167C	XV	648804	649007	-	204	7266	6007	6331	7561	5403	3683	6481	4922	7624	6659
YOR168W	XV	649303	651732	+	2430	1411	1273	1313	1613	833	932	1877	1143	1626	1678
YOR169C	XV	651376	651840	-	465	38	9	20	29	6	4	34	32	27	42
YOR170W	XV	651858	652163	+	306	54	21	38	30	24	5	23	21	25	31
YOR171C	XV	652010	653884	-	1875	778	625	630	852	430	397	640	428	649	587
YOR172W	XV	654210	656570	+	2361	827	571	605	840	409	318	537	406	580	492
YOR173W	XV	657264	658325	+	1062	568	562	508	737	378	413	297	438	708	209
YOR174W	XV	658747	659601	+	855	666	523	538	726	391	246	437	307	444	386
YOR175C	XV	659815	661674	-	1860	1838	1320	1576	2103	981	797	1490	1149	1624	1382
YOR176W	XV	662401	663582	+	1182	1577	1217	1180	1624	929	693	998	946	1376	899
tV(AAC)O	XV	663812	663885	-	74	3	0	2	1	1	0	0	1	3	4
YOR177C	XV	665785	667179	-	1395	105	80	62	91	45	19	58	41	37	43
YOR178C	XV	667860	670241	-	2382	510	391	392	488	307	606	979	1003	1261	701
YOR179C	XV	671845	672411	-	567	351	320	286	387	244	182	227	246	341	249
YOR180C	XV	674352	675167	-	816	278	167	190	286	141	82	172	144	173	157
YOR181W	XV	675939	677840	+	1902	2414	2130	1875	2597	1408	1595	1400	1209	1967	1331
YOR182C	XV;XV	678191;678791	678379;678793	-;-	192	3243	2708	2775	3712	2596	1739	3601	2706	3980	3442
YOR183W	XV	678872	679261	+	390	5	5	2	7	1	4	6	5	4	2
YOR184W	XV	679357	680544	+	1188	2118	2094	2170	2513	1714	1610	1498	1284	2900	1505
snR36	XV	680685	680866	-	182	39	16	38	29	16	2	11	14	23	20
YOR185C	XV	681444	682106	-	663	775	599	599	893	534	440	388	523	781	321
YOR186W	XV	683111	683545	+	435	13	14	16	12	14	3	8	9	8	20
YOR186C-A	XV	683329	683538	-	210	0	0	0	0	0	0	0	0	0	0
YOR187W	XV	684030	685343	+	1314	3347	2595	2604	3347	2059	2022	2342	2196	3491	2172
YOR188W	XV	685767	689180	+	3414	513	465	405	568	299	214	380	244	350	403
YOR189W	XV	689624	689974	+	351	567	462	510	582	399	199	333	334	434	332
YOR190W	XV	690695	692032	+	1338	205	110	135	176	99	46	138	81	120	120
YOR191W	XV	692475	697334	+	4860	1129	927	1040	1268	619	483	752	563	816	760
YOR192C	XV	698768	700567	-	1800	74	44	69	68	44	37	70	59	81	73
YOR192C-C	XV	703988	704224	-	237	9	3	1	5	2	3	5	9	11	9
YOR192C-B	XV;XV	704419;708440	708438;709732	-;-	5313	12	14	8	5	11	12	26	17	24	20
YOR192C-A	XV	708416	709732	-	1317	0	0	0	0	0	0	0	0	0	0
tM(CAU)O1	XV	710201	710272	+	72	0	1	0	0	0	0	0	2	0	0
YOR193W	XV	710446	711576	+	1131	379	238	240	353	186	95	190	195	229	171
YOR194C	XV	711683	712543	-	861	1575	1322	1254	2004	1055	538	890	757	1013	884
YOR195W	XV	712866	715331	+	2466	572	346	445	649	254	143	376	293	316	375
YOR196C	XV	715593	716837	-	1245	1032	827	830	1053	660	477	608	528	861	657
YOR197W	XV	717086	718384	+	1299	2235	2346	2165	2740	1903	2096	1611	1462	2756	1724
YOR198C	XV	718653	720065	-	1413	3517	2739	3104	3704	2205	1436	2485	1985	3044	2383
YOR199W	XV	720181	720510	+	330	44	25	10	40	19	16	26	25	37	27
YOR200W	XV	720417	720815	+	399	0	0	0	0	0	0	0	0	0	0
YOR201C	XV	720470	721708	-	1239	561	460	479	504	424	343	394	318	567	409
YOR202W	XV	721946	722608	+	663	1143	1100	994	1012	1071	1124	648	659	1605	650
YOR203W	XV	722565	722918	+	354	47	51	40	43	34	36	24	25	70	33
YOR204W	XV	722911	724725	+	1815	935	768	866	825	525	946	1416	898	1403	1266
YOR205C	XV	725564	727234	-	1671	330	203	215	280	202	111	275	204	259	248
YOR206W	XV	727512	729644	+	2133	493	374	380	556	268	216	970	466	636	946
YOR207C	XV	730008	733457	-	3450	1461	1313	1367	1683	859	842	1460	988	1580	1554
YOR208W	XV	733925	736177	+	2253	1624	1045	1088	1588	822	512	854	770	1237	754
YOR209C	XV	736437	737726	-	1290	2525	2223	2612	2917	2053	1593	2367	1680	3390	2182
YOR210W	XV	738320	738532	+	213	734	492	633	677	511	339	735	498	796	765
YOR211C	XV	738924	741569	-	2646	945	572	674	970	447	326	564	500	554	520
YOR212W	XV	742910	744181	+	1272	1365	1127	999	1360	869	972	1603	1213	1653	1686
YOR213C	XV	744535	745281	-	747	384	319	322	416	226	145	301	221	363	287
YOR214C	XV	745593	746303	-	711	9	7	4	13	13	3	9	5	3	9
YOR215C	XV	746725	747282	-	558	1661	1071	1177	1685	912	435	704	741	1016	578
YOR216C	XV	747525	748979	-	1455	826	774	856	1104	572	364	557	455	602	593
YOR217W	XV	749301	751886	+	2586	724	604	599	754	404	315	656	411	612	571
YOR218C	XV	751476	751895	-	420	12	10	9	10	7	6	8	7	13	3
YOR219C	XV	752214	755009	-	2796	1226	1185	1251	1454	871	623	935	676	1244	766
YOR220W	XV	755328	756125	+	798	1841	1540	1463	1914	1252	758	1005	894	1901	869
YOR221C	XV	756476	757558	-	1083	688	483	434	632	436	418	556	555	843	519
YOR222W	XV	758330	759253	+	924	2607	2362	2176	2525	1898	812	893	801	1332	1039
snR35	XV	759326	759529	-	204	71	52	40	62	55	21	55	35	37	49
YOR223W	XV	759782	760660	+	879	885	749	723	982	599	405	368	370	567	362
YOR224C	XV	760825	761265	-	441	1244	1099	1125	1281	911	640	1206	787	1251	1302
YOR225W	XV	761392	761721	+	330	55	27	51	52	39	14	37	26	37	24
YOR226C	XV	761614	762084	-	471	767	591	607	648	583	310	362	269	428	426
YOR227W	XV	762825	766565	+	3741	2820	2211	2267	3059	1690	769	922	918	1336	825
YOR228C	XV	766869	767777	-	909	497	355	355	504	283	159	245	233	374	180
YOR229W	XV	768409	769812	+	1404	505	475	470	615	347	258	257	204	295	311
